Label,HipCenter X,HipCenter Y,HipCenter Z,Spine X,Spine Y,Spine Z,Head X,Head Y,Head Z,ShoulderCenter X,ShoulderCenter Y,ShoulderCenter Z,ShoulderLeft X,ShoulderLeft Y,ShoulderLeft Z,ElbowLeft X,ElbowLeft Y,ElbowLeft Z,WristLeft X,WristLeft Y,WristLeft Z,HandLeft X,HandLeft Y,HandLeft Z,ShoulderRight X,ShoulderRight Y,ShoulderRight Z,ElbowRight X,ElbowRight Y,ElbowRight Z,WristRight X,WristRight Y,WristRight Z,HandRight X,HandRight Y,HandRight Z,HipLeft X,HipLeft Y,HipLeft Z,KneeLeft X,KneeLeft Y,KneeLeft Z,AnkleLeft X,AnkleLeft Y,AnkleLeft Z,FootLeft X,FootLeft Y,FootLeft Z,HipRight X,HipRight Y,HipRight Z,KneeRight X,KneeRight Y,KneeRight Z,AnkleRight X,AnkleRight Y,AnkleRight Z,FootRight X,FootRight Y,FootRight Z
not moving,0.00057644,0.0005748,0.000416,0.00050585,0.0003981,0.000451,0.00091999,0.0002647,0.000736,0.00177084,0.0007007,0.00104,0.001236,0.0013172,0.001419,0.0141507,0.0213891,0.038082,0.0394983,0.0247344,0.030144,0.0273143,0.0274765,0.013165,0.0008987,0.0016904,0.001017,0.0143395,0.0120446,0.007232,0.0215719,0.0274561,0.014053,0.0924643,0.0324272,0.044102,0.0010878,0.000647,0.000237,0.0007813,0.0050138,0.002213,0.0002518,0.0034963,0.001067,0.0285236,0.0142764,0.05109,0.00033618,0.0006673,0.00029,0.00167507,0.0479417,0.026487,0.00080818,0.0008,0.001754,0.01216591,0.0012796,0.003989
not moving,0.00032402,0.0006268,0.000653,0.00033425,0.0004412,0.000646,0.00132688,0.0003384,0.000616,0.00043243,0.0003081,0.001004,0.0009739,0.0010998,0.001149,0.0057413,0.0058482,0.002733,0.0108145,0.0168814,0.006041,0.0140485,0.0203027,0.0038,0.0003939,0.0006947,0.000185,0.0212119,0.0173837,0.007229,0.0215645,0.0433936,0.003504,0.0192471,0.0373936,0.010823,0.0003655,0.000985,0.000617,0.0011759,0.0081349,0.00367,0.000192,0.0018864,0.000508,0.0316508,0.0116676,0.059219,0.00024977,0.0008715,0.000686,0.00491848,0.0498995,0.023725,0.00061467,0.000912,0.001464,0.00317806,0.0013389,0.004822
not moving,0.00022628,0.0002331,0.000571,0.00024232,0.0001455,0.00054,0.00100922,0.0001706,0.000435,0.00044689,0.0002935,0.000586,0.0010786,0.0006057,0.001073,0.0033199,0.0035856,0.002374,0.0056833,0.0109509,0.002943,0.0050226,0.0160488,0.0017,0.0003905,0.0004564,0.000623,0.0046552,0.0133708,0.001846,0.0071046,0.0075133,0.004727,0.0100012,0.0203009,0.011173,0.0003859,0.0004369,0.000717,0.000421,0.0054024,0.002861,0.0004698,0.0011168,0.00079,0.0300107,0.0125243,0.057195,0.00010169,0.0002875,0.000735,0.00077708,0.0011312,0.000895,0.00296013,0.0008859,0.003565,0.00539996,0.0019691,0.0098
not moving,0.00011366,0.0003176,0.000395,6.15E-05,0.0002587,0.000373,0.00015566,0.0001565,0.000246,0.00065787,0.0002513,0.000552,0.0004032,0.0005045,8.80E-05,0.0020797,0.0026116,0.002633,0.0027403,0.011352,0.00364,0.0042117,0.0149338,0.00224,0.000374,0.0004451,0.000789,0.0043841,0.004667,0.000603,0.0043878,0.0475196,0.008223,0.0043002,0.0480646,0.007378,0.0002268,0.000337,0.000428,0.0003592,0.0079925,0.002804,0.0002966,0.0015507,0.000956,0.0332931,0.0111381,0.05797,0.00016028,0.0002378,0.00049,0.00055252,0.0514121,0.03134,0.00193954,0.0045219,0.006023,0.01967876,0.0033611,0.009119
not moving,9.96E-05,0.0001548,0.000171,0.00015966,0.0001446,0.000227,0.00123525,0.0002276,0.000579,0.00068262,0.000254,0.000491,0.0005767,0.000319,0.000448,0.0069753,0.0045552,0.005581,0.0286566,0.0209261,0.028211,0.017925,0.0232169,0.004267,0.0007883,0.0008451,0.001111,0.0111538,0.0136437,0.006699,0.0108735,0.0472675,0.01357,0.0098547,0.0467411,0.014063,7.38E-05,0.000173,0.000106,0.0004439,0.0055749,0.002165,0.0009414,0.0005056,0.000868,0.0311587,0.0115387,0.059237,8.68E-05,9.39E-05,0.000264,0.00014522,0.0019114,0.000959,0.0005263,0.0009693,0.002562,0.00625872,0.0010863,0.00653
not moving,0.00021176,0.0004211,0.000225,0.00025753,0.0003655,0.000238,0.00048214,0.0001819,0.000249,0.00038117,0.0001183,0.000211,0.0006076,0.0004793,0.000579,0.0144863,0.0178136,0.021783,0.0377095,0.0226546,0.023661,0.0311607,0.030818,0.019617,0.0012955,0.0011194,0.001164,0.0273968,0.0233574,0.007131,0.0243527,0.0303989,0.00546,0.0591696,0.0313238,0.01439,6.95E-05,0.000278,0.000126,0.0006708,0.014498,0.006061,0.0001288,0.0008741,0.001545,0.0298057,0.0114266,0.05832,0.00023139,0.000232,0.000317,0.00057778,0.0010214,0.001118,0.0081265,0.0063132,0.013633,0.07062023,0.05437,0.089916
not moving,0.00014708,0.0010267,0.000202,0.00016964,0.0008517,0.00023,0.0006418,0.0003675,0.000346,0.00022568,5.62E-05,0.000101,0.000636,0.0009669,0.000452,0.0022905,0.0035629,0.008447,0.0216582,0.019882,0.008245,0.0339661,0.0211348,0.011631,0.0008979,0.0011684,0.001204,0.018127,0.0074139,0.013329,0.0301829,0.0345575,0.027464,0.0252697,0.0239497,0.019386,0.0001375,0.0009893,0.000163,0.0003898,0.0036612,0.002096,0.0002383,0.0021344,0.001073,0.030448,0.0125056,0.059174,0.00031405,0.0009252,0.000225,0.0006281,0.0015548,0.00073,0.00263891,0.0017828,0.007186,0.00648322,0.0009272,0.013004
not moving,0.00026885,0.0004906,0.000245,0.00031661,0.0003576,0.000212,0.00069385,0.0003505,0.000247,0.00029217,0.0002307,0.000249,0.001429,0.0022293,0.000841,0.0082223,0.0134689,0.009892,0.0397805,0.0242061,0.055336,0.0387859,0.0124811,0.038551,0.00070099,0.0012497,0.001331,0.0072539,0.0212544,0.019309,0.0339221,0.0230771,0.022501,0.0413912,0.029507,0.027315,0.000211,0.001003,0.00044,0.0008976,0.0052878,0.001959,0.002766,0.005066,0.000869,0.0019566,0.0055975,0.009365,0.00032725,0.0005084,0.000363,0.0007417,0.0019051,0.001227,0.00171848,0.0023777,0.003344,0.00395026,0.0010528,0.003219
not moving,0.00186227,0.0023298,0.000114,0.00169395,0.001972,0.00052,0.00059734,0.0006518,0.004445,0.00863289,0.0053662,0.011072,0.0019542,0.0032445,0.003763,0.0024831,0.0038473,0.047656,0.0350651,0.1446918,0.020032,0.09806961,0.2145654,0.097124,0.00633903,0.0017547,0.001872,0.0317568,0.0103462,0.073702,0.03132228,0.1282555,0.086559,0.11832414,0.2105683,0.079469,0.0032933,0.004502,0.001093,0.001482,0.0091117,0.004088,0.0022053,0.0011997,0.000726,0.0280196,0.0093873,0.049716,0.00090069,0.0040824,0.000126,0.00110228,0.0038206,0.001609,0.00105928,0.0035756,0.002823,0.0148603,0.0021359,0.009427
not moving,0.00033728,0.0002461,0.000306,0.00028226,0.000231,0.000322,0.0005808,0.000288,0.000824,0.00161225,0.0008104,0.001833,0.0003563,0.0001754,0.00014,0.0063588,0.0018584,0.009514,0.0317619,0.063092,0.041494,0.02802903,0.0979229,0.029821,0.0019749,0.0016572,0.002541,0.0168268,0.0396986,0.030972,0.03959359,0.0865234,0.026257,0.06041866,0.0952418,0.023465,0.0004773,0.000218,0.000437,0.0003382,0.0068478,0.00311,0.0003802,0.0012121,0.004149,0.0271541,0.0122277,0.062356,0.00055408,0.0003659,0.000435,0.00013972,0.0023203,0.000914,0.00178557,0.0094548,0.005985,0.01487772,0.008601,0.052199
not moving,0.00029828,0.0003087,0.000673,0.00021648,0.0002489,0.000631,0.00067281,0.0001696,0.000683,0.00062375,0.0003746,0.001048,0.0005223,0.0004768,0.00033,0.0028723,0.0020669,0.006784,0.0359899,0.0238561,0.028834,0.0207843,0.02296,0.02033,0.00065701,0.0002296,0.000508,0.006124,0.0159928,0.01925,0.0302222,0.0188273,0.045195,0.0261395,0.0413436,0.053704,0.0002734,0.0001212,0.000558,0.0001319,0.0013416,0.000572,0.0002271,0.0002328,0.00063,0.0003074,0.0002098,0.00074,0.00050556,0.0004464,0.00098,0.00037796,0.0020965,0.001314,0.00068902,0.0037653,0.002336,0.00195663,0.0034265,0.009173
not moving,0.00018104,0.0002388,0.000546,0.00018463,0.0002094,0.000575,0.00035955,0.0001375,0.000705,0.00051181,0.0005958,0.00111,0.0006137,0.0002961,0.000439,0.0037821,0.0046287,0.004828,0.0196614,0.0095093,0.00709,0.0425823,0.0098576,0.019944,0.00043249,0.0008264,0.000609,0.0047694,0.012131,0.010107,0.0352812,0.0164693,0.024565,0.0339975,0.0270371,0.01425,0.0001054,0.0002466,0.000455,0.000282,0.0050702,0.00081,0.0003052,0.0012185,0.000434,0.0003714,0.0013611,0.000467,0.00037151,0.0002011,0.00068,0.00029341,0.0015051,0.001407,0.00171227,0.0074432,0.004285,0.00354273,0.0057892,0.00627
not moving,0.00022116,0.0002544,0.000234,0.00020239,0.0002053,0.000277,0.00023248,0.0003163,0.000534,0.00027498,0.0005371,0.000875,0.0011732,0.0011558,0.00097,0.0089919,0.0095505,0.006731,0.0309035,0.0131115,0.020003,0.0468444,0.0186717,0.024148,0.00065116,0.0006633,0.001409,0.0138582,0.0138477,0.008498,0.0184222,0.0234718,0.009098,0.0639853,0.0322257,0.023084,0.0003647,5.11E-05,0.000274,0.0004759,0.0022763,0.001413,0.0002255,0.001717,0.00087,0.0260009,0.0107007,0.058952,0.00014372,0.0001651,0.000219,0.00941347,0.0423427,0.02913,0.00248497,0.0019534,0.003779,0.00993741,0.0013446,0.005523
not moving,0.00025471,0.0002715,0.000266,0.00029575,0.0002027,0.000257,0.00053592,0.0002006,0.000243,0.00054485,0.0004334,0.000735,0.0005403,0.0007402,0.000655,0.0089139,0.007293,0.026929,0.0385745,0.0147257,0.037629,0.0184633,0.0226851,0.005486,0.00099895,0.0010634,0.001514,0.0087536,0.0103295,0.004702,0.0213131,0.0309758,0.005491,0.0203942,0.0305955,0.015145,0.00025,0.0003185,0.000351,0.0001952,0.0017729,0.001183,0.0003926,0.0021658,0.001917,0.0282099,0.0124353,0.059082,0.00019559,0.0002082,0.00014,0.00303446,0.0471141,0.026736,0.00058024,0.0020903,0.002758,0.00419499,0.0011025,0.008205
not moving,0.00013965,0.000306,0.000193,0.00016449,0.0002521,0.000184,0.00049394,0.0001434,0.000271,0.00015216,0.0001155,0.000332,0.0004366,0.0005211,0.000502,0.0174164,0.0152346,0.045007,0.0029132,0.006531,0.002285,0.0071076,0.0096743,0.003258,0.0006668,0.0010244,0.000494,0.0029589,0.0028395,0.001083,0.0032981,0.0044078,0.001065,0.0026532,0.0070829,0.00387,0.0001551,0.0003953,0.000249,0.0007148,0.0059212,0.002546,0.0001368,0.0039582,0.001761,0.0323894,0.0134541,0.057747,0.00011519,0.000366,0.000196,0.00082523,0.0037542,0.001627,0.00048677,0.0079515,0.009651,0.00612006,0.0047652,0.002506
not moving,0.00013656,0.0001451,9.10E-05,0.0001633,0.0001156,8.50E-05,0.00037218,0.000106,0.000145,0.00012622,0.0001066,0.000133,0.0002012,0.0001782,0.000245,0.0071278,0.0064288,0.011458,0.0039032,0.007672,0.00509,0.003998,0.0122776,0.005273,9.93E-05,0.0002507,0.00027,0.0024854,0.0042733,0.001293,0.0033828,0.0126053,0.005224,0.0027535,0.0166604,0.008304,0.0001667,0.0001399,0.000132,0.0003097,0.002989,0.001134,0.0003422,0.0010968,0.001407,0.0319934,0.0102493,0.054291,0.00022864,0.0002219,0.000101,0.00102612,0.001457,0.001208,0.00198645,0.0107831,0.013858,0.00089133,0.0034927,0.007377
not moving,0.00010156,7.31E-05,7.20E-05,7.01E-05,5.54E-05,4.80E-05,0.00010588,8.01E-05,4.10E-05,0.00051433,9.37E-05,0.000109,8.63E-05,0.0002715,7.00E-05,0.0105888,0.0175398,0.0219,0.0281209,0.017138,0.032512,0.014185,0.0224226,0.010342,0.0008151,0.0008987,0.000748,0.0211176,0.0289382,0.001793,0.0161168,0.017751,0.007824,0.018602,0.0249554,0.011332,0.0001354,6.15E-05,5.40E-05,0.0003056,0.0050182,0.002508,0.0004267,0.0020257,0.000959,0.0312948,0.0120859,0.056293,0.00015309,9.14E-05,0.000172,0.00020407,0.0012597,0.000703,0.00100193,0.0018138,0.001958,0.01566239,0.014869,0.015288
not moving,0.00013073,0.0002978,0.0002,0.00016168,0.0002525,0.000174,0.00057037,7.96E-05,0.000197,0.00016272,9.05E-05,5.00E-05,0.0003338,0.0001413,0.000246,0.0128696,0.0101235,0.051232,0.0227723,0.0198866,0.019271,0.0261957,0.0286012,0.023509,0.00092691,0.0011185,0.001154,0.0054602,0.0115667,0.004143,0.0238148,0.0357243,0.012153,0.0382173,0.034167,0.018158,7.50E-05,0.0002445,0.000187,0.0006845,0.0060238,0.002864,0.0002136,0.0024684,0.001384,0.0302172,0.0125829,0.056472,0.00020707,0.0002928,0.000457,0.00020198,0.0009543,0.000278,0.00085378,0.0030895,0.004125,0.00517743,0.0018421,0.007402
not moving,0.00073584,0.0005404,0.001186,0.00065193,0.0004446,0.001069,0.00036132,0.0005816,0.000685,6.11E-05,0.0005547,0.000731,0.0011006,0.0023724,0.000372,0.0116577,0.0150483,0.003076,0.0260639,0.0271786,0.014718,0.0265464,0.02719923,0.026531,0.00468606,0.0043312,0.00844,0.0064994,0.0068401,0.009487,0.0371125,0.0382782,0.012884,0.04403,0.0346214,0.010481,0.0013304,0.0007065,0.000716,0.0005159,0.0035195,0.001792,0.0003585,0.0048615,0.001757,0.0299114,0.0151568,0.055537,0.00030096,0.0004879,0.002737,0.00047258,0.0010183,0.000433,0.00235484,0.0033308,0.002801,0.00337131,0.0034527,0.006496
not moving,0.00097681,0.000801,0.000486,0.00081963,0.0006027,0.000402,0.00024988,0.0001693,0.000461,0.00022141,0.000371,0.000581,0.0002779,0.0012014,0.000295,0.0114544,0.0172892,0.005185,0.0066664,0.0075624,0.002522,0.0084261,0.00846766,0.004912,0.0032402,0.0051985,0.006029,0.0027291,0.005476,0.007,0.0070457,0.0292098,0.004083,0.0186625,0.0254919,0.019117,0.0014597,0.0005959,0.00074,0.000741,0.002556,0.001106,0.0002903,0.0008516,0.000581,0.0014979,0.0008779,0.000517,0.00113147,0.0007608,0.000583,0.00036376,0.0013799,0.001281,0.00056981,0.0060395,0.015166,0.0106047,0.0096518,0.054805
not moving,0.00035885,0.0014429,0.000367,0.00044797,0.0014104,0.000444,0.00058977,0.0011751,0.000643,0.00037632,0.0001942,0.002139,0.0011084,0.0028705,0.000877,0.0003914,0.0050014,0.007048,0.0081454,0.00453379,0.021059,0.0125033,0.00289393,0.025029,0.0016659,0.0119679,0.002954,0.0025265,0.0110027,0.000751,0.0057485,0.0081111,0.004932,0.0073882,0.02874108,0.00941,0.0010352,0.0023821,0.000302,0.0006219,0.0056435,0.002744,0.0009134,0.0027445,0.001654,0.000241,0.002766,0.001865,0.00041935,0.0026041,0.000595,0.00058195,0.00183,0.001141,0.00084357,0.0035912,0.008397,0.00451446,0.0023705,0.010358
not moving,9.85E-05,0.0002311,0.000104,0.00010312,0.000189,4.80E-05,0.00024898,0.0002412,0.000519,0.00054443,0.000363,0.000894,0.0001906,0.0006103,0.000271,0.0007071,0.0011306,0.001879,0.0024093,0.00793849,0.0027,0.0022743,0.00125213,0.001349,0.0004023,0.0011117,0.000708,0.0009613,0.0009261,0.000398,0.000785,0.0047114,0.002817,0.0024564,0.0038351,0.007996,0.0002086,0.0003317,0.000505,0.0001554,0.003917,0.00209,0.0006439,0.0005017,0.001259,0.0006276,0.0005315,0.001589,0.00020956,0.0003116,0.000153,0.00017953,0.0002111,0.000524,0.00174347,0.0003844,0.005004,0.0080808,0.000505,0.006565
not moving,0.00094342,0.0005842,0.000327,0.00075527,0.0004474,0.000289,0.00022788,0.0001722,0.000154,0.00061233,7.06E-05,0.000265,0.0004347,0.0004239,0.000367,0.0011338,0.0009926,0.000872,0.0052775,0.00661108,0.00588,0.005634,0.00548103,0.006868,0.0002547,0.0005275,0.000203,0.0004253,0.0003795,0.001443,0.0006398,0.01544659,0.004149,0.0013686,0.01382196,0.007081,0.0010196,0.0005461,0.000539,0.0003542,0.0023124,0.001694,0.0004681,0.000907,0.000427,0.0005554,0.000949,0.000486,0.0013895,0.000475,0.000451,0.00016881,0.0011525,0.001038,0.00116042,0.0030225,0.001819,0.0049733,0.0023126,0.012077
not moving,0.00077705,0.000117,0.000462,0.00068967,0.0001074,0.000438,0.00032585,9.80E-05,0.000334,0.00032008,0.0001606,0.00024,0.0005571,0.0003972,0.000638,0.0006302,0.0003471,0.002078,0.0007417,0.00432413,0.005054,0.0032359,0.00526699,0.005217,0.0003226,0.0001691,0.000109,0.0004841,0.0002351,0.000415,0.0018846,0.0042525,0.000626,0.002659,0.02124354,0.006395,0.0009923,0.0001227,0.000573,0.0002708,0.0027476,0.000923,0.0008319,0.0040482,0.003211,0.0328012,0.0140648,0.064113,0.00117173,0.0001923,0.000451,7.87E-05,0.0005916,0.000171,0.0012122,0.002089,0.003087,0.00385553,0.0014085,0.003828
not moving,0.00033138,0.0001855,0.000422,0.0003344,0.0001473,0.000402,0.00040592,0.0001531,0.000348,0.00034924,0.000133,0.000481,0.0010783,0.0002279,0.001006,0.0003068,0.0031758,0.003264,0.0047529,0.01255939,0.011673,0.0034635,0.005685379,0.012578,0.0003088,0.0003897,0.001043,0.0005814,0.0005114,0.000835,9.00E-05,0.0014147,0.000696,0.0010216,0.00417818,0.001754,0.0003551,7.03E-05,0.000233,0.0001779,0.0017034,0.001148,0.0004997,0.0016949,0.002002,0.0302279,0.0104352,0.05793,0.0004007,0.0001833,0.000822,0.00011087,0.001937,0.001735,0.00148596,0.0069356,0.009368,0.0074665,0.0064866,0.009067
not moving,0.00012941,0.0001992,0.00035,0.00016963,0.0001609,0.000339,0.00045573,6.23E-05,0.000292,0.00026027,0.0003497,0.00057,0.0005816,0.0004716,0.000753,0.0006817,0.0016008,0.001216,0.0015174,0.00434202,0.001481,0.0023579,0.00141525,0.001774,0.0002913,0.0002937,0.000366,0.0006649,0.0001776,0.000747,0.0002853,0.0011245,0.000682,0.0006637,0.00635247,0.001644,0.0001906,0.0002673,0.0006,0.0001337,0.0044034,0.001293,0.0005391,0.0012406,0.001774,0.032793,0.0113408,0.061512,0.00016521,0.0001554,0.000137,0.00027611,0.000475,0.000483,0.00095237,0.0060427,0.0125,0.00288553,0.0050579,0.015311
not moving,0.00067426,0.0002937,0.000831,0.00053867,0.0002443,0.000711,0.00041789,0.0002181,0.000571,0.00063993,0.0002278,0.000499,0.0002193,0.0002116,0.000429,0.0004486,0.0009838,0.000315,0.0027616,0.00819733,0.000873,0.00116,0.00198678,0.001138,0.0025512,0.0076882,0.003489,0.0003811,0.0053124,0.00131,0.0004925,0.00878821,0.000902,0.0005339,0.00454713,0.000522,0.0005255,0.0002251,0.000615,0.0002885,0.000604,0.00023,0.0003166,0.0009554,0.001174,0.0335819,0.0099517,0.058561,0.00117027,0.0002291,0.001248,0.00055486,0.0010003,0.000956,0.00019904,0.001056,0.000909,0.01050694,0.0037518,0.014217
not moving,0.00026211,0.000311,0.000307,0.00019912,0.0002525,0.000257,0.00011539,7.66E-05,9.60E-05,0.00035441,0.0001369,0.000284,0.0002107,0.0002113,0.000248,0.0002756,0.0022043,0.000329,0.0007911,0.00248612,0.000963,0.0043077,0.00246941,0.002858,0.0004642,0.0010843,0.001087,0.0002811,0.0006123,0.000567,0.000284,0.0008509,0.000659,0.0010058,0.00533176,0.001473,0.0002536,0.0003461,0.00068,0.0001597,0.0003606,0.000309,0.0002928,0.0031007,0.000607,0.0337139,0.0124345,0.056986,0.00046297,0.0003609,0.000475,0.0003676,0.0016342,0.000737,0.00106112,0.0025486,0.00286,0.00838672,0.0032152,0.018797
not moving,0.00017743,0.0001973,0.000249,0.00014508,0.0001456,0.000232,6.21E-05,8.07E-05,0.000148,0.00013427,0.0001543,0.000258,0.0001395,0.000163,0.000226,0.0001518,0.0012392,0.000269,0.0019095,0.0042771,0.0007,0.0032588,0.009792698,0.001734,0.0002734,0.000556,0.00048,0.0001746,0.0004431,0.000345,0.0002533,0.0020398,0.000279,0.0007245,0.00200776,0.000665,0.0002034,0.0001322,0.00052,0.0003735,0.0024416,0.00149,0.000728,0.0004133,0.004081,0.0362237,0.0082608,0.063226,0.0004061,0.0002187,0.000451,0.00032547,0.0013051,0.001042,0.00044819,0.0010745,0.001764,0.00129865,0.001881,0.003826
not moving,0.00036695,0.0003067,0.000169,0.00028182,0.0002054,0.000161,0.00013374,6.69E-05,0.000106,0.0004622,0.0001621,0.000268,7.08E-05,0.0001307,0.00015,0.000268,0.0014236,0.000343,0.0004808,0.00049208,0.000271,0.0026035,0.006696887,0.000809,0.0018264,0.004923,0.002902,0.0003927,0.0030984,0.000774,0.0001132,0.0006322,0.000311,0.0004181,0.0167168,0.007763,0.0003117,0.0001416,0.000186,0.0001126,0.0005525,0.000481,0.0002147,0.0005481,0.000378,0.0335427,0.0089907,0.058319,0.00058217,0.0003274,0.000132,0.00044404,0.0013335,0.000809,0.00165168,0.0021935,0.00398,0.00042475,0.000563,0.002443
not moving,0.00019302,0.0001549,0.000137,0.00016494,0.0001174,0.000111,0.00011856,5.00E-05,0.000178,0.00021953,0.0001696,0.000364,0.0003721,0.0001845,0.000123,0.0001305,0.0013205,0.00041,0.0005667,0.00114397,0.000144,0.0015343,0.003805822,0.00087,0.0012634,0.0023474,0.002279,0.0003686,0.0012154,0.000374,0.0002243,0.00400975,0.000177,0.0013538,0.00476231,0.002817,0.0001565,0.0001043,0.000289,0.0003782,0.0014449,0.000512,0.0003681,0.0028848,0.001119,0.0347095,0.0095182,0.058499,0.00028349,0.0001292,0.000235,8.95E-05,0.0010843,0.000628,0.00325402,0.0309041,0.017388,0.00255412,0.0172316,0.005177
not moving,9.17E-05,0.0002423,5.40E-05,7.37E-05,0.0001815,5.00E-05,6.55E-05,6.08E-05,0.000234,0.00020099,8.02E-05,8.90E-05,0.0001345,9.69E-05,6.00E-05,7.13E-05,0.0019332,0.00029,0.0006384,0.00075951,0.000527,0.0008427,0.002063712,0.001118,0.0001005,0.0003215,0.000261,0.0001687,0.0003093,0.000188,0.0003381,0.0013563,0.000129,0.0022949,0.0149545,0.00717,9.86E-05,0.0001774,0.00017,0.0001068,0.000934,0.000397,0.0003513,0.0014102,0.000483,0.0004252,0.001404,0.000451,0.00010666,0.0003018,0.000297,0.00242536,0.0426476,0.026017,0.00062254,0.0009689,0.001739,0.00048163,0.0005916,0.001708
not moving,0.00018384,0.000159,8.70E-05,0.00013585,0.0001487,9.10E-05,0.00010356,8.40E-05,8.60E-05,0.00013633,4.69E-05,9.70E-05,9.61E-05,9.72E-05,8.90E-05,0.0003377,0.001748,0.000881,0.0008863,0.00168719,8.40E-05,0.0020104,0.00621773,0.000736,0.000327,0.000418,0.000398,0.0001537,0.0004445,0.000457,0.0002003,0.000851,0.000256,0.001436,0.00644467,0.002269,0.0002732,0.0001919,9.40E-05,0.0001594,0.0006178,0.000473,0.0004746,0.0007291,0.000261,0.0351601,0.0094347,0.061191,0.00021434,0.0001661,1.00E-04,0.00060717,0.0475136,0.027948,0.00057041,0.0015876,0.003102,0.03155834,0.0153347,0.050412
not moving,0.00018912,0.0002734,7.50E-05,0.00012412,0.0001762,7.10E-05,3.83E-05,2.98E-05,8.10E-05,0.00014488,0.0001292,0.000153,9.51E-05,8.23E-05,4.20E-05,0.0003191,0.0017801,0.00046,0.0005664,0.00101613,0.000445,0.0018485,0.008739638,0.000699,0.0030662,0.0050968,0.004306,0.0003105,0.0026219,0.000567,0.0001774,0.0006869,0.00011,0.0008625,0.0051735,0.00096,0.0003231,4.82E-05,4.80E-05,0.0006569,0.0058081,0.002581,0.0002682,0.0009774,0.000603,0.0331553,0.0092493,0.056136,0.00025244,0.0001407,0.00017,0.00413576,0.0481779,0.025661,0.0023928,0.0166704,0.014789,0.04031553,0.0167889,0.048807
not moving,6.71E-05,5.38E-05,1.30E-05,6.36E-05,4.65E-05,1.80E-05,0.00013566,4.65E-05,0.000119,8.50E-05,6.49E-05,9.90E-05,0.0002156,0.000224,5.50E-05,4.93E-05,0.0013421,0.000255,0.0006889,0.00051811,0.000614,0.0016875,0.005896207,0.000802,0.000143,0.0007716,0.000411,0.0004888,0.0006922,0.001071,0.0002948,0.0033122,0.000385,0.0006201,0.01479041,0.002992,8.08E-05,9.40E-05,5.70E-05,0.0003022,0.0016468,0.000412,0.0001727,0.0010504,0.001235,0.0342885,0.0085963,0.054814,0.0001088,6.89E-05,0.000101,0.00079264,0.0019594,0.001218,0.00116227,0.0019055,0.002798,0.00469289,0.0008762,0.005222
not moving,7.64E-05,0.0002062,3.90E-05,7.02E-05,0.0001776,2.50E-05,4.41E-05,7.69E-05,7.90E-05,0.00013457,9.53E-05,0.000117,0.0001012,0.0001749,0.000103,0.0001685,0.0018196,0.000213,0.0002313,0.00026177,0.000215,0.0008348,0.003025841,0.000355,0.0003835,0.0013136,0.000639,0.0002117,0.0009295,0.000653,0.0005214,0.0052167,0.000698,0.0012219,0.00742639,0.001888,6.66E-05,8.79E-05,0.00022,7.72E-05,0.0022771,0.001239,0.001735,0.0035515,0.008932,0.0368098,0.0116351,0.069993,7.51E-05,0.0002715,0.000133,0.00085157,0.0012136,0.001027,0.00113132,0.0049131,0.003448,0.00150049,0.0039137,0.001938
not moving,0.00015819,0.0002396,7.40E-05,0.0001593,0.000163,6.30E-05,0.00020987,3.55E-05,0.000146,0.0001054,8.76E-05,3.40E-05,0.000308,0.0001158,0.000262,0.0003186,0.0026063,0.000519,0.0003826,0.00100279,0.000152,0.0005641,0.00111586,0.001245,0.0012213,0.0042637,0.002093,0.0004972,0.0027863,0.000864,0.0005468,0.00697352,0.00101,0.0021994,0.00746896,0.006189,0.0001603,0.0001395,0.000269,0.0002002,0.0018206,0.00075,0.0010589,0.0013864,0.002687,0.0393377,0.0074673,0.061965,0.00013486,0.000254,0.000222,0.00032903,0.0025163,0.001316,0.00046406,0.001754,0.003226,0.00047614,0.0021995,0.003696
not moving,0.00018205,0.0001538,5.50E-05,0.00013338,0.0001221,4.10E-05,0.00017689,3.40E-05,4.90E-05,0.00056044,0.0002049,0.000318,0.0003532,0.0002449,0.000271,0.00024,0.0017634,0.000327,0.0002994,0.0005897,0.000189,0.0014556,0.004043258,0.00097,0.0005909,0.002463,0.001421,0.0004289,0.0016195,0.000189,0.0004203,0.00611727,0.000437,0.001143,0.00978041,0.001335,0.000223,9.03E-05,9.10E-05,0.0004954,0.0031523,0.001907,0.0004832,0.0006977,0.000326,0.0339299,0.008644,0.059292,0.00025853,0.0002322,0.000163,0.00122703,0.04387,0.025483,0.00108815,0.0016809,0.002227,0.00574817,0.0005288,0.004746
not moving,0.00010522,6.99E-05,2.50E-05,0.00011628,5.84E-05,3.30E-05,0.00025479,6.95E-05,0.000147,0.00013169,0.0001111,3.60E-05,0.0004778,0.0005315,0.00023,0.0002538,0.0014058,0.000494,0.0004523,0.00086488,0.000299,0.000772,0.004473696,0.000599,0.0005983,0.0007209,0.000595,0.000383,0.0004538,0.000342,0.0001446,0.0007951,0.000335,0.0006165,0.01066706,0.001003,0.000111,8.00E-05,5.70E-05,0.0005394,0.0027343,0.001728,0.0004836,0.0022757,0.005493,0.0337223,0.0079981,0.060766,0.00029939,0.0001823,0.000228,0.00037975,0.0027651,0.001934,0.0005992,0.0006933,0.00169,0.00938655,0.0005646,0.011667
